title,link,address,size,price,img
祖名好辦-吉林路角間住辦，貼心的租金,rent-detail-3429758.html,"祖名好辦-吉林路角間住辦，貼心的租金
祖名好辦-吉林路角間住辦，貼心的租金
祖名好辦-吉林路角間住辦，貼心的租金
台北市-中山區 吉林路
辦公，樓層：2/7
28分鐘內更新  仲介 陳先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",43.8坪,"39,800元",http://p2.cdn.591.com.tw/house/active/2015/02/13/142379912929526907_128x92.jpg
TopBusinessOffice,rent-detail-3391569.html,"TopBusinessOffice
TopBusinessOffice
TopBusinessOffice
台北市-信義區 松高路
辦公，樓層：10/32
28分鐘內更新  仲介 陳先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",98.4坪,"609,330元",http://p2.cdn.591.com.tw/house/active/2015/05/28/143279419348716005_128x92.jpg
台電大樓捷運站旁師大路與羅斯福路交叉口,rent-detail-3417797.html,"台電大樓捷運站旁師大路與羅斯福路交叉口
台電大樓捷運站旁師大路與羅斯福路交叉口
台電大樓捷運站旁師大路與羅斯福路交叉口
華豐名廈　台北市-大安區 羅斯福路三段149號
辦公，樓層：9/12
32分鐘內更新  屋主 張太太  
地圖收藏問答(0)
地圖
收藏
問答(0)",36坪,"40,000元",http://p2.cdn.591.com.tw/house/active/2015/05/05/143079769841214607_128x92.jpg
誠忠不動產(賴竑溢)推薦228公園景觀辦,rent-detail-3436682.html,"誠忠不動產(賴竑溢)推薦228公園景觀辦
誠忠不動產(賴竑溢)推薦228公園景觀辦
誠忠不動產(賴竑溢)推薦228公園景觀辦
台北市-中正區 懷寧街
辦公，樓層：8/13
33分鐘內更新  仲介 賴先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",36坪,"42,000元",http://p2.cdn.591.com.tw/house/active/2015/05/18/143191663560570406_128x92.jpg
格局方正純辦、附辦公屏風傢俱,rent-detail-3377326.html,"格局方正純辦、附辦公屏風傢俱
格局方正純辦、附辦公屏風傢俱
格局方正純辦、附辦公屏風傢俱
第一人稱　台北市-內湖區 民權東路六段123巷
第一人稱
辦公，樓層：7/14
38分鐘內更新  仲介 黃小姐  
地圖收藏問答(0)
地圖
收藏
問答(0)",26.6坪,"32,000元",http://p1.cdn.591.com.tw/house/active/2015/05/21/143218759702576201_128x92.jpg
格局方正、有隔間、採光佳、玻璃帷幕純商辦,rent-detail-3436621.html,"格局方正、有隔間、採光佳、玻璃帷幕純商辦
格局方正、有隔間、採光佳、玻璃帷幕純商辦
格局方正、有隔間、採光佳、玻璃帷幕純商辦
第一人稱　台北市-內湖區 民權東路六段123巷
第一人稱
辦公，樓層：5/14
38分鐘內更新  仲介 黃小姐  
地圖收藏問答(0)
地圖
收藏
問答(0)",24.9坪,"31,800元",http://p1.cdn.591.com.tw/house/active/2015/06/17/143452877768383003_128x92.jpg
格局方正、隔間辦公室、可商登,rent-detail-3430982.html,"格局方正、隔間辦公室、可商登
格局方正、隔間辦公室、可商登
格局方正、隔間辦公室、可商登
民權世紀　台北市-內湖區 民權東路六段123巷
辦公，樓層：5/10
38分鐘內更新  仲介 黃小姐  
地圖收藏問答(0)
地圖
收藏
問答(0)",27坪,"31,800元",http://p2.cdn.591.com.tw/house/active/2015/04/21/142959777049986407_128x92.jpg
邊間採光視野佳、玻璃帷幕純辦,rent-detail-3430978.html,"邊間採光視野佳、玻璃帷幕純辦
邊間採光視野佳、玻璃帷幕純辦
邊間採光視野佳、玻璃帷幕純辦
第一人稱　台北市-內湖區 民權東路六段123巷
第一人稱
辦公，樓層：5/10
38分鐘內更新  仲介 黃小姐  
地圖收藏問答(0)
地圖
收藏
問答(0)",30坪,"36,000元",http://p2.cdn.591.com.tw/house/active/2015/04/21/142959664636402000_128x92.jpg
方正、隔間、重劃區純辦商業大樓,rent-detail-3339648.html,"方正、隔間、重劃區純辦商業大樓
方正、隔間、重劃區純辦商業大樓
方正、隔間、重劃區純辦商業大樓
第一人稱　台北市-內湖區 民權東路六段123巷
第一人稱
辦公，樓層：4/10
38分鐘內更新  仲介 黃小姐  
地圖收藏問答(0)
地圖
收藏
問答(0)",53.4坪,"52,000元",http://p2.cdn.591.com.tw/house/active/2010/05/28/127503597757571506_128x92.jpg
出租內湖五期240坪辦公室,rent-detail-3440097.html,"出租內湖五期240坪辦公室
出租內湖五期240坪辦公室
出租內湖五期240坪辦公室
台北市-內湖區 新湖一路
辦公，樓層：6/7
42分鐘內更新  仲介 游小姐  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",173坪,"240,000元",http://p1.cdn.591.com.tw/house/active/2015/01/30/142260299993155200_128x92.jpg
出租南京東路三段百坪辦公室,rent-detail-3440072.html,"出租南京東路三段百坪辦公室
出租南京東路三段百坪辦公室
出租南京東路三段百坪辦公室
台北市-松山區 南京東路三段248號
辦公，樓層：12/17
52分鐘內更新  仲介 游小姐  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",80坪,"187,000元",http://p1.cdn.591.com.tw/house/active/2015/03/03/142534869745539408_128x92.jpg
大安優質店辦一樓門前可停車,rent-detail-3437377.html,"大安優質店辦一樓門前可停車
大安優質店辦一樓門前可停車
大安優質店辦一樓門前可停車
台北市-大安區 通化街98巷
辦公，樓層：1/4
53分鐘內更新  仲介 楊先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",30坪,"36,000元",http://p2.cdn.591.com.tw/house/active/2015/06/17/143455026007753004_128x92.jpg
【信義計畫區顯赫地標】整層指標頂級純辦,rent-detail-3395355.html,"【信義計畫區顯赫地標】整層指標頂級純辦
【信義計畫區顯赫地標】整層指標頂級純辦
【信義計畫區顯赫地標】整層指標頂級純辦
依現場大樓名稱　台北市-信義區 松高路
辦公，樓層：11/32
2小時內更新  仲介 王先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",593.8坪,"2,402,946元",http://p2.cdn.591.com.tw/house/active/2015/05/30/143295733624445409_128x92.jpg
天母、士林稀有辦公室出租，近土銀麥當勞,rent-detail-3391156.html,"天母、士林稀有辦公室出租，近土銀麥當勞
天母、士林稀有辦公室出租，近土銀麥當勞
天母、士林稀有辦公室出租，近土銀麥當勞
蓮莊林園　台北市-士林區 中山北路五段
辦公，樓層：2/13
2小時內更新  仲介 梁先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",20坪,"30,000元",http://p2.cdn.591.com.tw/house/active/2015/04/23/142975414195536609_128x92.jpg
市府站1分鐘低公設純辦大樓商圈機能強,rent-detail-3425920.html,"市府站1分鐘低公設純辦大樓商圈機能強
市府站1分鐘低公設純辦大樓商圈機能強
市府站1分鐘低公設純辦大樓商圈機能強
聯合世紀　台北市-信義區 基隆路一段
聯合世紀
辦公，樓層：14/18
2小時內更新  仲介 王小姐  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",39.2坪,"62,400元",http://p2.cdn.591.com.tw/house/active/2015/04/11/142873446493481304_128x92.jpg
內科美麗華商圈公寓辦公室,rent-detail-3435547.html,"內科美麗華商圈公寓辦公室
內科美麗華商圈公寓辦公室
內科美麗華商圈公寓辦公室
台北市-內湖區 內湖路一段
辦公，樓層：2/5
2小時內更新  仲介 陳先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",87坪,"68,000元",http://p2.cdn.591.com.tw/house/active/2015/03/14/142633324029621002_128x92.jpg
圓山捷運站民族西路住辦,rent-detail-3426626.html,"圓山捷運站民族西路住辦
圓山捷運站民族西路住辦
圓山捷運站民族西路住辦
圓山捷運站住辦　台北市-大同區 民族西路43號
辦公，樓層：3/5
2小時內更新  仲介 張先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",33坪,"26,000元",http://p1.cdn.591.com.tw/house/active/2015/06/12/143410933955368805_128x92.jpg
內湖5期2樓辦公室,rent-detail-3426695.html,"內湖5期2樓辦公室
內湖5期2樓辦公室
內湖5期2樓辦公室
合康捷境　台北市-內湖區 金豐街
合康捷境
辦公，樓層：2/10
2小時內更新  仲介 陳先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",25坪,"32,000元",http://p2.cdn.591.com.tw/house/active/2015/04/10/142865345442239505_128x92.jpg
敦化民生綠蔭大道三角窗店面(含稅可短租),rent-detail-3394367.html,"敦化民生綠蔭大道三角窗店面(含稅可短租)
敦化民生綠蔭大道三角窗店面(含稅可短租)
敦化民生綠蔭大道三角窗店面(含稅可短租)
台北市-松山區 敦化北路
辦公，樓層：1/11
2小時內更新  仲介 陳先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",332坪,"1,100,000元",http://p2.cdn.591.com.tw/house/active/2015/02/13/142383577207420906_128x92.jpg
林森北路倉辦~門口車位可停車,rent-detail-3395548.html,"林森北路倉辦~門口車位可停車
林森北路倉辦~門口車位可停車
林森北路倉辦~門口車位可停車
林森北倉辦門前可停車　台北市-中山區 林森北路67巷
辦公，樓層：1/7
2小時內更新  仲介 張先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",60坪,"66,000元",http://p2.cdn.591.com.tw/house/active/2015/06/01/143313412093763604_128x92.jpg
內湖5期高樓層辦公室,rent-detail-3396079.html,"內湖5期高樓層辦公室
內湖5期高樓層辦公室
內湖5期高樓層辦公室
合康捷境　台北市-內湖區 金豐街
合康捷境
辦公，樓層：8/10
2小時內更新  仲介 陳先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",40坪,"35,000元",http://p2.cdn.591.com.tw/house/active/2015/05/30/143297866819080408_128x92.jpg
時報廣場附近辦公室出租近內湖五期,rent-detail-3392043.html,"時報廣場附近辦公室出租近內湖五期
時報廣場附近辦公室出租近內湖五期
時報廣場附近辦公室出租近內湖五期
台北市-內湖區 民權東路六段
辦公，樓層：4/7
2小時內更新  仲介 鄧先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",45坪,"32,000元",http://p2.cdn.591.com.tw/house/active/2014/10/22/141397156905103304_128x92.jpg
內湖5期高樓層邊間辦公室,rent-detail-3396110.html,"內湖5期高樓層邊間辦公室
內湖5期高樓層邊間辦公室
內湖5期高樓層邊間辦公室
合康捷境　台北市-內湖區 金豐街
合康捷境
辦公，樓層：9/10
2小時內更新  仲介 陳先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",40坪,"35,000元",http://p2.cdn.591.com.tw/house/active/2015/05/30/143297962177526508_128x92.jpg
信義區1樓辦公室,rent-detail-3381100.html,"信義區1樓辦公室
信義區1樓辦公室
信義區1樓辦公室
台北市-信義區 嘉興街1巷
辦公，樓層：1/7
2小時內更新  仲介 陳先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",60坪,"60,000元",http://p2.cdn.591.com.tw/house/active/2015/04/22/142971107193253505_128x92.jpg
內湖民權東路六段辦公室近星巴克,rent-detail-3411146.html,"內湖民權東路六段辦公室近星巴克
內湖民權東路六段辦公室近星巴克
內湖民權東路六段辦公室近星巴克
台北市-內湖區 民權東路六段
辦公，樓層：5/10
2小時內更新  仲介 鄧先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",28坪,"32,000元",http://p2.cdn.591.com.tw/house/active/2014/09/30/141207933790834309_128x92.jpg
民權瑞光路一樓辦公室,rent-detail-3410365.html,"民權瑞光路一樓辦公室
民權瑞光路一樓辦公室
民權瑞光路一樓辦公室
民權瑞光　台北市-內湖區 民權東路六段
辦公，樓層：1/7
2小時內更新  仲介 陳先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",52坪,"43,000元",http://p2.cdn.591.com.tw/house/active/2015/06/05/143349308869459803_128x92.jpg
士東國小辦公室使用空間大適補習班等各業,rent-detail-3421661.html,"士東國小辦公室使用空間大適補習班等各業
士東國小辦公室使用空間大適補習班等各業
士東國小辦公室使用空間大適補習班等各業
台北市-士林區 中山北路六段
辦公，樓層：3/7
2小時內更新  仲介 鄧先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",40坪,"35,000元",http://p2.cdn.591.com.tw/house/active/2014/12/12/141839490209796602_128x92.jpg
天母中山北路辦公室面公園綠地(含管理費),rent-detail-3421658.html,"天母中山北路辦公室面公園綠地(含管理費)
天母中山北路辦公室面公園綠地(含管理費)
天母中山北路辦公室面公園綠地(含管理費)
台北市-士林區 中山北路六段
辦公，樓層：4/7
2小時內更新  仲介 鄧先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",28坪,"30,000元",http://p1.cdn.591.com.tw/house/active/2014/07/28/140654871074282402_128x92.jpg
植物園辦公室開放空間有三間會議室及廁所,rent-detail-3363156.html,"植物園辦公室開放空間有三間會議室及廁所
植物園辦公室開放空間有三間會議室及廁所
植物園辦公室開放空間有三間會議室及廁所
台北市-中正區 莒光路
辦公，樓層：3/8
2小時內更新  仲介 鄧先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",50坪,"50,000元",http://p2.cdn.591.com.tw/house/active/2015/02/11/142365861541671006_128x92.jpg
5期合康裝潢美屋,rent-detail-3426687.html,"5期合康裝潢美屋
5期合康裝潢美屋
5期合康裝潢美屋
合康捷境　台北市-內湖區 金豐街
合康捷境
辦公，樓層：4/10
2小時內更新  仲介 陳先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",22.8坪,"31,000元",http://p2.cdn.591.com.tw/house/active/2015/06/12/143411147756988600_128x92.jpg
西門捷運站_一層一戶辦公室,rent-detail-3431096.html,"西門捷運站_一層一戶辦公室
西門捷運站_一層一戶辦公室
西門捷運站_一層一戶辦公室
台北市-萬華區 漢中街156號
辦公，樓層：9/12
2小時內更新  仲介 林先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",63.7坪,"65,000元",http://p1.cdn.591.com.tw/house/active/2015/06/15/143434143354571404_128x92.jpg
內湖科學園區辦公_近捷運站,rent-detail-3416104.html,"內湖科學園區辦公_近捷運站
內湖科學園區辦公_近捷運站
內湖科學園區辦公_近捷運站
新象年代　台北市-內湖區 港墘路127巷
辦公，樓層：1/16
2小時內更新  仲介 林先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",20坪,"25,000元",http://p1.cdn.591.com.tw/house/active/2015/06/08/143374421626674202_128x92.jpg
近內湖捷運站_稀有辦公室出租,rent-detail-3389844.html,"近內湖捷運站_稀有辦公室出租
近內湖捷運站_稀有辦公室出租
近內湖捷運站_稀有辦公室出租
台北市-內湖區 成功路四段3號
辦公，樓層：3/5
2小時內更新  仲介 林先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",27坪,"28,600元",http://p1.cdn.591.com.tw/house/active/2015/05/27/143272209773072506_128x92.jpg
內湖五期1樓辦公室,rent-detail-3396129.html,"內湖五期1樓辦公室
內湖五期1樓辦公室
內湖五期1樓辦公室
合康捷境　台北市-內湖區 金豐街
合康捷境
辦公，樓層：1/10
2小時內更新  仲介 陳先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",23坪,"35,000元",http://p2.cdn.591.com.tw/house/active/2015/06/13/143417588561210109_128x92.jpg
近內科Costco~全新裝潢~,rent-detail-3410629.html,"近內科Costco~全新裝潢~
近內科Costco~全新裝潢~
近內科Costco~全新裝潢~
行善路　台北市-內湖區 行善路383巷
辦公，樓層：7/11
2小時內更新  仲介 張先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",56坪,"45,000元",http://p2.cdn.591.com.tw/house/active/2015/05/05/143081977930206700_128x92.jpg
三面採光優質辦公室,rent-detail-3439871.html,"三面採光優質辦公室
三面採光優質辦公室
三面採光優質辦公室
台北市-大同區 重慶北路三段
辦公，樓層：4/10
2小時內更新  仲介 張先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",40坪,"39,000元",http://p2.cdn.591.com.tw/house/active/2015/02/11/142365882840802708_128x92.jpg
天母忠誠公園大樓辦公工作室倉儲,rent-detail-3438786.html,"天母忠誠公園大樓辦公工作室倉儲
天母忠誠公園大樓辦公工作室倉儲
天母忠誠公園大樓辦公工作室倉儲
台北市-士林區 忠誠路一段
辦公，樓層：B1/12
2小時內更新  仲介 鄧先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",40坪,"25,000元",http://p2.cdn.591.com.tw/house/active/2015/06/18/143461498192007105_128x92.jpg
A級辦公漂亮裝潢OA/立即進駐!超低價!,rent-detail-3436395.html,"A級辦公漂亮裝潢OA/立即進駐!超低價!
A級辦公漂亮裝潢OA/立即進駐!超低價!
A級辦公漂亮裝潢OA/立即進駐!超低價!
優質辦公　台北市-內湖區 瑞光路
辦公，樓層：8/12
2小時內更新  仲介 辦公室租賃陳先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",126坪,"150,000元",http://p1.cdn.591.com.tw/house/active/2015/06/17/143452447645720206_128x92.jpg
博愛特區_純辦公室_邊間採光佳_管理優良,rent-detail-3438688.html,"博愛特區_純辦公室_邊間採光佳_管理優良
博愛特區_純辦公室_邊間採光佳_管理優良
博愛特區_純辦公室_邊間採光佳_管理優良
博愛公元　台北市-中正區 漢口街一段
辦公，樓層：6/13
2小時內更新  屋主 莊先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",30坪,"29,000元",http://p2.cdn.591.com.tw/house/active/2015/05/19/143201091650967903_128x92.jpg
捷運旁/可租100~169坪/超低價!,rent-detail-3421328.html,"捷運旁/可租100~169坪/超低價!
捷運旁/可租100~169坪/超低價!
捷運旁/可租100~169坪/超低價!
優質辦公　台北市-內湖區 瑞光路
辦公，樓層：8/12
2小時內更新  仲介 辦公室租賃陳先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",169坪,"169,000元",http://p1.cdn.591.com.tw/house/active/2015/06/10/143392265405744305_128x92.jpg
中山綠蔭辦公,rent-detail-3377451.html,"中山綠蔭辦公
中山綠蔭辦公
中山綠蔭辦公
太子中山大樓　台北市-中山區 中山北路三段
太子中山大樓
辦公，樓層：3/12
2小時內更新  仲介 朱先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",35坪,"30,000元",http://p2.cdn.591.com.tw/house/active/2015/05/21/143219108623397201_128x92.jpg
捷運旁/可租100~476坪/超低價!,rent-detail-3391780.html,"捷運旁/可租100~476坪/超低價!
捷運旁/可租100~476坪/超低價!
捷運旁/可租100~476坪/超低價!
優質大樓　台北市-內湖區 瑞光路
辦公，樓層：9/14
2小時內更新  仲介 辦公室租賃陳先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",476坪,"476,000元",http://p1.cdn.591.com.tw/house/active/2015/05/28/143280076177669100_128x92.jpg
双捷運旁/可租100~212坪/超低價!,rent-detail-3419302.html,"双捷運旁/可租100~212坪/超低價!
双捷運旁/可租100~212坪/超低價!
双捷運旁/可租100~212坪/超低價!
台北市-松山區 復興北路
辦公，樓層：12/14
2小時內更新  仲介 辦公室租賃陳先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",212坪,"290,000元",http://p1.cdn.591.com.tw/house/active/2015/06/09/143384013412235901_128x92.jpg
【小巨蛋捷運重新裝潢辦公室】趕緊來看！,rent-detail-3408036.html,"【小巨蛋捷運重新裝潢辦公室】趕緊來看！
【小巨蛋捷運重新裝潢辦公室】趕緊來看！
【小巨蛋捷運重新裝潢辦公室】趕緊來看！
南京寧安街口　台北市-松山區 南京東路四段
辦公，樓層：7/12
2小時內更新  仲介 李大原  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",39坪,"40,000元",http://p1.cdn.591.com.tw/house/active/2015/06/04/143340748732040201_128x92.jpg
超低價!使用面積大!可租100~233坪,rent-detail-3416299.html,"超低價!使用面積大!可租100~233坪
超低價!使用面積大!可租100~233坪
超低價!使用面積大!可租100~233坪
優質大樓　台北市-大安區 敦化南路二段
辦公，樓層：18/22
2小時內更新  仲介 辦公室租賃陳先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",233坪,"349,500元",http://p1.cdn.591.com.tw/house/active/2015/06/08/143374702018018501_128x92.jpg
捷運出口/可租100~352坪/超低價!,rent-detail-3391752.html,"捷運出口/可租100~352坪/超低價!
捷運出口/可租100~352坪/超低價!
捷運出口/可租100~352坪/超低價!
優質大樓　台北市-中山區 松江路
辦公，樓層：8/15
2小時內更新  仲介 辦公室租賃陳先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",352坪,"456,000元",http://p1.cdn.591.com.tw/house/active/2015/06/08/143374369252624003_128x92.jpg
捷運出口/可租100~275坪/超低價!,rent-detail-3421233.html,"捷運出口/可租100~275坪/超低價!
捷運出口/可租100~275坪/超低價!
捷運出口/可租100~275坪/超低價!
優質辦公　台北市-松山區 南京東路五段
辦公，樓層：12/16
2小時內更新  仲介 辦公室租賃陳先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",275坪,"385,000元",http://p1.cdn.591.com.tw/house/active/2015/05/27/143272300387642803_128x92.jpg
捷運出口/可租100~368坪/超低價!,rent-detail-3416334.html,"捷運出口/可租100~368坪/超低價!
捷運出口/可租100~368坪/超低價!
捷運出口/可租100~368坪/超低價!
優質大樓　台北市-大安區 復興南路一段
辦公，樓層：8/15
2小時內更新  仲介 辦公室租賃陳先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",368坪,"550,000元",http://p1.cdn.591.com.tw/house/active/2015/06/08/143374763502489102_128x92.jpg
捷運旁/可租100~396坪/超低價!,rent-detail-3389892.html,"捷運旁/可租100~396坪/超低價!
捷運旁/可租100~396坪/超低價!
捷運旁/可租100~396坪/超低價!
優質大樓　台北市-大安區 忠孝東路四段
辦公，樓層：8/15
2小時內更新  仲介 辦公室租賃陳先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",396坪,"590,000元",http://p1.cdn.591.com.tw/house/active/2015/06/11/143400317736627009_128x92.jpg
雙捷運!超低價!可租100~556坪!,rent-detail-3416365.html,"雙捷運!超低價!可租100~556坪!
雙捷運!超低價!可租100~556坪!
雙捷運!超低價!可租100~556坪!
優質大樓　台北市-中山區 南京東路三段
辦公，樓層：9/14
2小時內更新  仲介 辦公室租賃陳先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",556坪,"830,000元",http://p1.cdn.591.com.tw/house/active/2015/06/08/143374809335350403_128x92.jpg
中山捷運商圈優質小型辦公室(可登記含稅),rent-detail-3415147.html,"中山捷運商圈優質小型辦公室(可登記含稅)
中山捷運商圈優質小型辦公室(可登記含稅)
中山捷運商圈優質小型辦公室(可登記含稅)
台北市-中山區 天津街
辦公，樓層：4/8
2小時內更新  仲介 邱先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",28坪,"26,000元",http://p1.cdn.591.com.tw/house/active/2015/05/06/143088712386057708_128x92.jpg
信義安和捷運全新裝修1F辦公(含稅),rent-detail-3408524.html,"信義安和捷運全新裝修1F辦公(含稅)
信義安和捷運全新裝修1F辦公(含稅)
信義安和捷運全新裝修1F辦公(含稅)
上品大樓　台北市-大安區 信義路四段
辦公，樓層：1/12
2小時內更新  仲介 邱先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",33坪,"50,000元",http://p1.cdn.591.com.tw/house/active/2015/06/04/143342096768170201_128x92.jpg
信義安和捷運優質大空間辦公室含稅,rent-detail-3401666.html,"信義安和捷運優質大空間辦公室含稅
信義安和捷運優質大空間辦公室含稅
信義安和捷運優質大空間辦公室含稅
依現場社區名稱　台北市-大安區 信義路四段
辦公，樓層：6/15
2小時內更新  仲介 邱先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",50坪,"60,000元",http://p1.cdn.591.com.tw/house/active/2015/06/02/143320639135268803_128x92.jpg
忠孝東光華商圈辦公大樓,rent-detail-3432147.html,"忠孝東光華商圈辦公大樓
忠孝東光華商圈辦公大樓
忠孝東光華商圈辦公大樓
台北市-中正區 忠孝東路二段
辦公，樓層：10/12
2小時內更新  仲介 翁先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",54坪,"70,000元",http://p1.cdn.591.com.tw/house/active/2013/03/01/136214442498252500_128x92.jpg
漂亮2房~近美麗華商圈~租金含平面車位,rent-detail-3422682.html,"漂亮2房~近美麗華商圈~租金含平面車位
漂亮2房~近美麗華商圈~租金含平面車位
漂亮2房~近美麗華商圈~租金含平面車位
依現場社區名稱　台北市-中山區 堤頂大道二段
辦公，樓層：8/10
2小時內更新  仲介 陳先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",20.4坪,"43,000元",http://p2.cdn.591.com.tw/house/active/2015/05/06/143089800292153504_128x92.jpg
工商登記公司設址~連絡辦事處,rent-detail-3403040.html,"工商登記公司設址~連絡辦事處
工商登記公司設址~連絡辦事處
工商登記公司設址~連絡辦事處
寶殿大樓　台北市-士林區 文林路765-4號
辦公，樓層：1/13
2小時內更新  屋主 柯小姐  
地圖收藏問答(0)
地圖
收藏
問答(0)",2坪,"3,000元",http://p2.cdn.591.com.tw/house/active/2015/06/05/143347684901591108_128x92.jpg
福華小型高樓辦公室,rent-detail-3426415.html,"福華小型高樓辦公室
福華小型高樓辦公室
福華小型高樓辦公室
福華　台北市-內湖區 民權東路六段180巷
辦公，樓層：9/12
2小時內更新  仲介 吳小姐  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",18.2坪,"23,000元",http://p1.cdn.591.com.tw/house/active/2015/06/12/143410334189481108_128x92.jpg
八德路2段6樓近敦化學區,rent-detail-3435362.html,"八德路2段6樓近敦化學區
八德路2段6樓近敦化學區
八德路2段6樓近敦化學區
依現場大樓名稱為準　台北市-松山區 八德路二段
辦公，樓層：6/11
2小時內更新  仲介 王先生  已認證
已認證
地圖收藏問答(0)
地圖
收藏
問答(0)",54坪,"62,000元",http://p1.cdn.591.com.tw/house/active/2015/06/17/143452514457386803_128x92.jpg
光復南路6樓近世貿捷運站,rent-detail-3385838.html,"光復南路6樓近世貿捷運站
光復南路6樓近世貿捷運站
光復南路6樓近世貿捷運站
依現場大樓名稱為準　台北市-信義區 光復南路
辦公，樓層：6/20
2小時內更新  代理人 王先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",30坪,"45,000元",http://p2.cdn.591.com.tw/house/active/2015/04/25/142995232926308308_128x92.jpg
"全新陽明峰匯辦公室,Costco旁",rent-detail-3357473.html,"全新陽明峰匯辦公室,Costco旁
全新陽明峰匯辦公室,Costco旁
全新陽明峰匯辦公室,Costco旁
陽明峰匯　台北市-北投區 中央北路四段515巷
陽明峰匯
辦公，樓層：2/14
2小時內更新  仲介 葉先生  
地圖收藏問答(0)
地圖
收藏
問答(0)",47.8坪,"50,000元",http://p1.cdn.591.com.tw/house/active/2015/05/12/143140801931004000_128x92.jpg
六張犁捷運站、送二車位、室內約50坪,rent-detail-3405170.html,"六張犁捷運站、送二車位、室內約50坪
六張犁捷運站、送二車位、室內約50坪
六張犁捷運站、送二車位、室內約50坪
優質純辦大樓　台北市-信義區 基隆路二段
辦公，樓層：6/21
3小時內更新  仲介 司貝斯特不動產  
地圖收藏問答(0)
地圖
收藏
問答(0)",71坪,"114,000元",http://p1.cdn.591.com.tw/house/active/2011/07/11/131038513339805907_128x92.jpg
中山國中站、室內160坪、一層二戶,rent-detail-3404269.html,"中山國中站、室內160坪、一層二戶
中山國中站、室內160坪、一層二戶
中山國中站、室內160坪、一層二戶
優質純辦大樓　台北市-中山區 民權東路三段
辦公，樓層：15/18
3小時內更新  仲介 司貝斯特不動產  
地圖收藏問答(0)
地圖
收藏
問答(0)",235坪,"423,000元",http://p2.cdn.591.com.tw/house/active/2015/05/04/143073761929576104_128x92.jpg
